start_neighborhood,trip_duration
Greenwich Village,509.0
Greenwich Village,780.0
Chelsea-Hudson Yards,1008.0
Murray Hill-Kips Bay,1029.0
West Village,574.0
Fort Greene,581.0
SoHo-Little Italy-Hudson Square,781.0
SoHo-Little Italy-Hudson Square,413.0
Midtown-Times Square,700.0
Chinatown-Two Bridges,540.0
Murray Hill-Kips Bay,491.0
SoHo-Little Italy-Hudson Square,516.0
Chelsea-Hudson Yards,1263.0
Greenwich Village,1238.0
Chinatown-Two Bridges,523.0
Midtown-Times Square,1526.0
Tribeca-Civic Center,1363.0
Chelsea-Hudson Yards,110.0
East Village,464.0
Greenwich Village,980.0
West Village,826.0
Financial District-Battery Park City,387.0
Downtown Brooklyn-DUMBO-Boerum Hill,531.0
Downtown Brooklyn-DUMBO-Boerum Hill,770.0
Midtown-Times Square,626.0
Greenwich Village,387.0
Lower East Side,725.0
East Midtown-Turtle Bay,439.0
Midtown South-Flatiron-Union Square,521.0
Midtown-Times Square,895.0
Chelsea-Hudson Yards,726.0
Midtown-Times Square,503.0
Chelsea-Hudson Yards,457.0
Midtown-Times Square,1370.0
West Village,452.0
Downtown Brooklyn-DUMBO-Boerum Hill,1994.0
Lower East Side,1377.0
SoHo-Little Italy-Hudson Square,255.0
Downtown Brooklyn-DUMBO-Boerum Hill,534.0
SoHo-Little Italy-Hudson Square,224.0
Chelsea-Hudson Yards,615.0
Tribeca-Civic Center,354.0
Chelsea-Hudson Yards,523.0
Murray Hill-Kips Bay,1518.0
SoHo-Little Italy-Hudson Square,1104.0
West Village,752.0
Chinatown-Two Bridges,434.0
Murray Hill-Kips Bay,919.0
Chelsea-Hudson Yards,1040.0
Gramercy,342.0
Midtown South-Flatiron-Union Square,1372.0
Central Park,689.0
Financial District-Battery Park City,1712.0
East Village,1201.0
Bedford-Stuyvesant (West),630.0
Hell's Kitchen,857.0
Chelsea-Hudson Yards,1429.0
Hell's Kitchen,1939.0
Midtown-Times Square,808.0
Lower East Side,1127.0
Financial District-Battery Park City,615.0
Midtown-Times Square,829.0
Chelsea-Hudson Yards,2051.0
Midtown-Times Square,841.0
Midtown-Times Square,234.0
Midtown-Times Square,385.0
East Village,1432.0
Chinatown-Two Bridges,1815.0
East Village,1702.0
SoHo-Little Italy-Hudson Square,872.0
Midtown-Times Square,443.0
East Village,819.0
East Village,932.0
Midtown South-Flatiron-Union Square,907.0
West Village,1818.0
Upper West Side-Lincoln Square,321.0
Murray Hill-Kips Bay,1192.0
Greenwich Village,1418.0
Midtown South-Flatiron-Union Square,1236.0
Greenwich Village,300.0
Greenwich Village,268.0
Carroll Gardens-Cobble Hill-Gowanus-Red Hook,721.0
Stuyvesant Town-Peter Cooper Village,855.0
Tribeca-Civic Center,2043.0
Chelsea-Hudson Yards,337.0
Gramercy,1135.0
Murray Hill-Kips Bay,919.0
East Village,269.0
Midtown-Times Square,1631.0
Lower East Side,949.0
Midtown-Times Square,263.0
Financial District-Battery Park City,1649.0
Hell's Kitchen,790.0
Midtown-Times Square,532.0
East Village,1007.0
Tribeca-Civic Center,1125.0
Chelsea-Hudson Yards,296.0
Chelsea-Hudson Yards,766.0
Gramercy,979.0
Tribeca-Civic Center,727.0
East Midtown-Turtle Bay,793.0
Murray Hill-Kips Bay,615.0
Chelsea-Hudson Yards,240.0
West Village,1069.0
SoHo-Little Italy-Hudson Square,345.0
Stuyvesant Town-Peter Cooper Village,1552.0
Clinton Hill,396.0
Chelsea-Hudson Yards,1144.0
Gramercy,846.0
Midtown-Times Square,615.0
Midtown South-Flatiron-Union Square,547.0
Downtown Brooklyn-DUMBO-Boerum Hill,1061.0
East Village,644.0
Tribeca-Civic Center,410.0
Murray Hill-Kips Bay,399.0
East Village,964.0
Murray Hill-Kips Bay,1237.0
Chelsea-Hudson Yards,428.0
Greenwich Village,796.0
East Midtown-Turtle Bay,482.0
Chinatown-Two Bridges,511.0
East Midtown-Turtle Bay,553.0
Clinton Hill,216.0
Downtown Brooklyn-DUMBO-Boerum Hill,1478.0
East Midtown-Turtle Bay,871.0
Downtown Brooklyn-DUMBO-Boerum Hill,244.0
Stuyvesant Town-Peter Cooper Village,806.0
West Village,1781.0
Tribeca-Civic Center,1392.0
Midtown-Times Square,1637.0
Lower East Side,2085.0
Stuyvesant Town-Peter Cooper Village,352.0
Tribeca-Civic Center,196.0
Midtown-Times Square,319.0
Brooklyn Heights,1675.0
SoHo-Little Italy-Hudson Square,1448.0
Williamsburg,60.0
Murray Hill-Kips Bay,675.0
East Village,165.0
Financial District-Battery Park City,181.0
East Midtown-Turtle Bay,730.0
Midtown-Times Square,400.0
Chelsea-Hudson Yards,187.0
Midtown South-Flatiron-Union Square,184.0
SoHo-Little Italy-Hudson Square,530.0
Murray Hill-Kips Bay,500.0
Financial District-Battery Park City,1316.0
Williamsburg,1380.0
East Village,269.0
Greenwich Village,258.0
Williamsburg,232.0
SoHo-Little Italy-Hudson Square,302.0
Downtown Brooklyn-DUMBO-Boerum Hill,493.0
Williamsburg,1451.0
Downtown Brooklyn-DUMBO-Boerum Hill,437.0
Financial District-Battery Park City,584.0
Stuyvesant Town-Peter Cooper Village,356.0
Midtown South-Flatiron-Union Square,324.0
Financial District-Battery Park City,695.0
Chelsea-Hudson Yards,283.0
Murray Hill-Kips Bay,709.0
Chelsea-Hudson Yards,798.0
East Midtown-Turtle Bay,734.0
Chelsea-Hudson Yards,614.0
Midtown-Times Square,388.0
Murray Hill-Kips Bay,1122.0
Financial District-Battery Park City,1417.0
Chelsea-Hudson Yards,347.0
Lower East Side,321.0
SoHo-Little Italy-Hudson Square,386.0
Financial District-Battery Park City,1255.0
Financial District-Battery Park City,1896.0
Tribeca-Civic Center,727.0
East Village,525.0
Upper West Side-Lincoln Square,903.0
Hell's Kitchen,1145.0
Financial District-Battery Park City,454.0
Midtown South-Flatiron-Union Square,255.0
East Village,1544.0
East Midtown-Turtle Bay,789.0
Hell's Kitchen,251.0
Central Park,186.0
Chelsea-Hudson Yards,1423.0
Downtown Brooklyn-DUMBO-Boerum Hill,1361.0
Clinton Hill,485.0
Brooklyn Heights,1513.0
Midtown South-Flatiron-Union Square,438.0
Midtown South-Flatiron-Union Square,244.0
Fort Greene,627.0
East Midtown-Turtle Bay,483.0
Upper East Side-Lenox Hill-Roosevelt Island,482.0
Tribeca-Civic Center,1543.0
East Midtown-Turtle Bay,1621.0
Clinton Hill,1698.0
Murray Hill-Kips Bay,501.0
West Village,857.0
Chelsea-Hudson Yards,834.0
Downtown Brooklyn-DUMBO-Boerum Hill,1300.0
East Village,1607.0
Greenwich Village,208.0
Hell's Kitchen,134.0
West Village,2045.0
Hell's Kitchen,519.0
Financial District-Battery Park City,746.0
Financial District-Battery Park City,1185.0
Tribeca-Civic Center,952.0
East Village,1864.0
Midtown-Times Square,1588.0
Upper West Side-Lincoln Square,706.0
SoHo-Little Italy-Hudson Square,269.0
Greenwich Village,1366.0
Chelsea-Hudson Yards,258.0
Midtown South-Flatiron-Union Square,311.0
Murray Hill-Kips Bay,590.0
SoHo-Little Italy-Hudson Square,159.0
Brooklyn Heights,150.0
Greenwich Village,777.0
Midtown South-Flatiron-Union Square,605.0
West Village,833.0
West Village,456.0
Tribeca-Civic Center,249.0
Murray Hill-Kips Bay,1517.0
Midtown-Times Square,785.0
Midtown South-Flatiron-Union Square,897.0
Financial District-Battery Park City,1138.0
Gramercy,396.0
Williamsburg,2053.0
Midtown South-Flatiron-Union Square,543.0
Murray Hill-Kips Bay,831.0
East Midtown-Turtle Bay,303.0
Williamsburg,811.0
West Village,272.0
Greenwich Village,628.0
Lower East Side,449.0
Greenwich Village,1122.0
Hell's Kitchen,348.0
Financial District-Battery Park City,590.0
Fort Greene,468.0
Midtown-Times Square,943.0
Midtown South-Flatiron-Union Square,389.0
East Village,299.0
Hell's Kitchen,197.0
SoHo-Little Italy-Hudson Square,617.0
Lower East Side,1991.0
Chelsea-Hudson Yards,271.0
Greenwich Village,649.0
East Midtown-Turtle Bay,1677.0
Midtown-Times Square,410.0
SoHo-Little Italy-Hudson Square,962.0
East Village,399.0
Chelsea-Hudson Yards,364.0
Lower East Side,678.0
Murray Hill-Kips Bay,940.0
SoHo-Little Italy-Hudson Square,191.0
Midtown-Times Square,242.0
Fort Greene,614.0
West Village,934.0
Bedford-Stuyvesant (West),250.0
Tribeca-Civic Center,703.0
East Village,681.0
SoHo-Little Italy-Hudson Square,791.0
Hell's Kitchen,1833.0
West Village,471.0
Downtown Brooklyn-DUMBO-Boerum Hill,438.0
Murray Hill-Kips Bay,519.0
Financial District-Battery Park City,1863.0
Midtown-Times Square,386.0
Chelsea-Hudson Yards,1205.0
Tribeca-Civic Center,252.0
Chelsea-Hudson Yards,687.0
Williamsburg,389.0
Clinton Hill,328.0
Murray Hill-Kips Bay,908.0
Chelsea-Hudson Yards,1421.0
Downtown Brooklyn-DUMBO-Boerum Hill,761.0
Midtown South-Flatiron-Union Square,329.0
West Village,875.0
Midtown-Times Square,338.0
Chinatown-Two Bridges,260.0
Chinatown-Two Bridges,124.0
Upper West Side-Lincoln Square,1403.0
Chelsea-Hudson Yards,1029.0
Chelsea-Hudson Yards,467.0
Hell's Kitchen,1074.0
Midtown-Times Square,453.0
Tribeca-Civic Center,373.0
Financial District-Battery Park City,323.0
Midtown-Times Square,666.0
Stuyvesant Town-Peter Cooper Village,480.0
Midtown South-Flatiron-Union Square,354.0
Greenwich Village,452.0
Lower East Side,100.0
Murray Hill-Kips Bay,783.0
Murray Hill-Kips Bay,525.0
Tribeca-Civic Center,973.0
Hell's Kitchen,1039.0
Murray Hill-Kips Bay,392.0
Greenwich Village,402.0
Gramercy,111.0
Tribeca-Civic Center,327.0
West Village,891.0
Downtown Brooklyn-DUMBO-Boerum Hill,1173.0
Chelsea-Hudson Yards,304.0
East Midtown-Turtle Bay,1819.0
Lower East Side,462.0
Gramercy,162.0
West Village,737.0
Financial District-Battery Park City,683.0
Midtown-Times Square,1894.0
Fort Greene,1256.0
West Village,796.0
Lower East Side,1331.0
Chelsea-Hudson Yards,1504.0
Fort Greene,959.0
Murray Hill-Kips Bay,656.0
Midtown South-Flatiron-Union Square,894.0
Chelsea-Hudson Yards,1828.0
West Village,610.0
Murray Hill-Kips Bay,752.0
Hell's Kitchen,507.0
SoHo-Little Italy-Hudson Square,456.0
Fort Greene,602.0
SoHo-Little Italy-Hudson Square,1134.0
Greenwich Village,516.0
Financial District-Battery Park City,440.0
East Village,847.0
Hell's Kitchen,253.0
Tribeca-Civic Center,324.0
Stuyvesant Town-Peter Cooper Village,1211.0
Midtown-Times Square,413.0
Financial District-Battery Park City,388.0
SoHo-Little Italy-Hudson Square,188.0
Midtown-Times Square,513.0
East Village,182.0
Tribeca-Civic Center,430.0
West Village,564.0
SoHo-Little Italy-Hudson Square,707.0
Downtown Brooklyn-DUMBO-Boerum Hill,1647.0
East Midtown-Turtle Bay,1549.0
Chinatown-Two Bridges,539.0
East Village,2001.0
Midtown South-Flatiron-Union Square,367.0
West Village,440.0
East Midtown-Turtle Bay,1113.0
Hell's Kitchen,1531.0
East Village,598.0
Lower East Side,532.0
Financial District-Battery Park City,1825.0
Hell's Kitchen,630.0
Murray Hill-Kips Bay,837.0
Lower East Side,223.0
Midtown South-Flatiron-Union Square,245.0
Greenwich Village,585.0
Williamsburg,995.0
West Village,881.0
Greenwich Village,298.0
West Village,748.0
Midtown-Times Square,447.0
Financial District-Battery Park City,1505.0
Murray Hill-Kips Bay,444.0
West Village,2024.0
Gramercy,1085.0
Midtown-Times Square,624.0
Downtown Brooklyn-DUMBO-Boerum Hill,1814.0
Hell's Kitchen,1769.0
Murray Hill-Kips Bay,1464.0
Greenwich Village,1359.0
Chelsea-Hudson Yards,625.0
Greenwich Village,716.0
Financial District-Battery Park City,844.0
Greenwich Village,524.0
Murray Hill-Kips Bay,2064.0
West Village,516.0
Midtown-Times Square,278.0
East Village,763.0
Chelsea-Hudson Yards,1078.0
Midtown South-Flatiron-Union Square,1361.0
Hell's Kitchen,412.0
Fort Greene,682.0
SoHo-Little Italy-Hudson Square,656.0
East Midtown-Turtle Bay,682.0
Hell's Kitchen,289.0
Hell's Kitchen,969.0
Midtown-Times Square,380.0
Chelsea-Hudson Yards,477.0
Tribeca-Civic Center,136.0
Midtown-Times Square,1193.0
Midtown-Times Square,540.0
SoHo-Little Italy-Hudson Square,388.0
Chinatown-Two Bridges,519.0
Midtown South-Flatiron-Union Square,716.0
Chelsea-Hudson Yards,927.0
Chinatown-Two Bridges,766.0
Midtown-Times Square,358.0
Midtown-Times Square,712.0
Greenwich Village,399.0
Hell's Kitchen,308.0
Midtown South-Flatiron-Union Square,153.0
Financial District-Battery Park City,497.0
Greenwich Village,722.0
SoHo-Little Italy-Hudson Square,1690.0
Chelsea-Hudson Yards,686.0
Financial District-Battery Park City,999.0
East Midtown-Turtle Bay,605.0
Midtown South-Flatiron-Union Square,430.0
West Village,271.0
East Midtown-Turtle Bay,634.0
Tribeca-Civic Center,1371.0
Upper West Side-Lincoln Square,1145.0
Midtown South-Flatiron-Union Square,537.0
Midtown-Times Square,653.0
East Midtown-Turtle Bay,782.0
West Village,817.0
Midtown South-Flatiron-Union Square,804.0
Bedford-Stuyvesant (West),923.0
Clinton Hill,153.0
Chelsea-Hudson Yards,1306.0
Downtown Brooklyn-DUMBO-Boerum Hill,855.0
Midtown South-Flatiron-Union Square,1128.0
Midtown-Times Square,827.0
Greenwich Village,1148.0
Chelsea-Hudson Yards,1032.0
Financial District-Battery Park City,710.0
East Village,515.0
Murray Hill-Kips Bay,593.0
Midtown South-Flatiron-Union Square,722.0
West Village,1575.0
Chelsea-Hudson Yards,292.0
Chelsea-Hudson Yards,899.0
SoHo-Little Italy-Hudson Square,1137.0
Greenwich Village,1253.0
Greenwich Village,359.0
West Village,735.0
Greenwich Village,2073.0
Financial District-Battery Park City,788.0
Midtown-Times Square,1207.0
Midtown South-Flatiron-Union Square,319.0
Downtown Brooklyn-DUMBO-Boerum Hill,246.0
Murray Hill-Kips Bay,205.0
Financial District-Battery Park City,481.0
Financial District-Battery Park City,266.0
Hell's Kitchen,312.0
Chelsea-Hudson Yards,961.0
Chelsea-Hudson Yards,518.0
West Village,595.0
Murray Hill-Kips Bay,470.0
The Battery-Governors Island-Ellis Island-Liberty Island,335.0
Chelsea-Hudson Yards,265.0
Midtown South-Flatiron-Union Square,712.0
Midtown South-Flatiron-Union Square,1503.0
East Midtown-Turtle Bay,838.0
East Midtown-Turtle Bay,226.0
Midtown South-Flatiron-Union Square,407.0
East Village,867.0
West Village,669.0
Hell's Kitchen,923.0
Financial District-Battery Park City,651.0
Financial District-Battery Park City,956.0
Midtown South-Flatiron-Union Square,943.0
SoHo-Little Italy-Hudson Square,785.0
Brooklyn Heights,1389.0
Tribeca-Civic Center,1085.0
Gramercy,817.0
Lower East Side,1011.0
Gramercy,366.0
Central Park,214.0
Chelsea-Hudson Yards,419.0
Chelsea-Hudson Yards,870.0
West Village,306.0
Murray Hill-Kips Bay,405.0
Chelsea-Hudson Yards,687.0
Midtown-Times Square,1747.0
East Village,1013.0
East Village,1067.0
East Village,338.0
Murray Hill-Kips Bay,993.0
Midtown-Times Square,489.0
Chinatown-Two Bridges,244.0
Lower East Side,298.0
Chelsea-Hudson Yards,774.0
Financial District-Battery Park City,569.0
SoHo-Little Italy-Hudson Square,672.0
Downtown Brooklyn-DUMBO-Boerum Hill,1865.0
Tribeca-Civic Center,1095.0
Financial District-Battery Park City,178.0
East Midtown-Turtle Bay,1701.0
Midtown-Times Square,420.0
Murray Hill-Kips Bay,1089.0
East Midtown-Turtle Bay,1271.0
West Village,590.0
Greenwich Village,752.0
Chelsea-Hudson Yards,830.0
Upper West Side-Lincoln Square,488.0
Lower East Side,1447.0
Murray Hill-Kips Bay,617.0
Chelsea-Hudson Yards,230.0
West Village,557.0
West Village,628.0
Midtown South-Flatiron-Union Square,2018.0
Tribeca-Civic Center,413.0
Financial District-Battery Park City,416.0
Midtown-Times Square,778.0
SoHo-Little Italy-Hudson Square,669.0
Tribeca-Civic Center,1869.0
Stuyvesant Town-Peter Cooper Village,397.0
SoHo-Little Italy-Hudson Square,1241.0
Midtown South-Flatiron-Union Square,521.0
Midtown-Times Square,367.0
Upper West Side-Lincoln Square,1820.0
Chinatown-Two Bridges,201.0
West Village,1051.0
Greenwich Village,480.0
Tribeca-Civic Center,990.0
Midtown-Times Square,1817.0
Midtown South-Flatiron-Union Square,1434.0
Midtown South-Flatiron-Union Square,468.0
Midtown South-Flatiron-Union Square,526.0
Midtown South-Flatiron-Union Square,833.0
Midtown-Times Square,677.0
Hell's Kitchen,203.0
Greenwich Village,361.0
Brooklyn Heights,274.0
East Village,625.0
East Village,607.0
Tribeca-Civic Center,802.0
West Village,1239.0
Hell's Kitchen,1071.0
Lower East Side,326.0
East Midtown-Turtle Bay,1987.0
Chinatown-Two Bridges,273.0
Lower East Side,436.0
Williamsburg,1568.0
Greenwich Village,413.0
East Village,1395.0
Chelsea-Hudson Yards,312.0
Murray Hill-Kips Bay,1906.0
SoHo-Little Italy-Hudson Square,837.0
East Village,623.0
Stuyvesant Town-Peter Cooper Village,701.0
Murray Hill-Kips Bay,825.0
Midtown-Times Square,458.0
Greenwich Village,272.0
Financial District-Battery Park City,242.0
East Village,202.0
Murray Hill-Kips Bay,860.0
East Village,273.0
Park Slope,717.0
Murray Hill-Kips Bay,531.0
East Village,440.0
Chelsea-Hudson Yards,788.0
Greenwich Village,137.0
East Village,114.0
SoHo-Little Italy-Hudson Square,822.0
Midtown-Times Square,497.0
Lower East Side,2027.0
East Village,636.0
Greenwich Village,529.0
Greenwich Village,379.0
Chelsea-Hudson Yards,1377.0
Greenwich Village,993.0
SoHo-Little Italy-Hudson Square,513.0
East Village,374.0
Midtown South-Flatiron-Union Square,1155.0
Chelsea-Hudson Yards,715.0
Lower East Side,1026.0
Hell's Kitchen,623.0
Midtown-Times Square,217.0
Murray Hill-Kips Bay,674.0
Chelsea-Hudson Yards,1442.0
Financial District-Battery Park City,1639.0
Midtown-Times Square,738.0
East Village,1318.0
Gramercy,406.0
Chelsea-Hudson Yards,1017.0
Lower East Side,361.0
Tribeca-Civic Center,1048.0
Midtown South-Flatiron-Union Square,806.0
Lower East Side,566.0
East Village,621.0
SoHo-Little Italy-Hudson Square,169.0
Williamsburg,873.0
Stuyvesant Town-Peter Cooper Village,858.0
Chelsea-Hudson Yards,1026.0
Midtown South-Flatiron-Union Square,482.0
Murray Hill-Kips Bay,1067.0
Midtown South-Flatiron-Union Square,1007.0
Greenwich Village,1099.0
Tribeca-Civic Center,258.0
East Village,975.0
Midtown-Times Square,1228.0
Hell's Kitchen,956.0
Upper West Side-Lincoln Square,963.0
Greenwich Village,439.0
Midtown-Times Square,539.0
Stuyvesant Town-Peter Cooper Village,93.0
Gramercy,644.0
Chinatown-Two Bridges,1095.0
Chelsea-Hudson Yards,589.0
Midtown South-Flatiron-Union Square,474.0
Midtown South-Flatiron-Union Square,1910.0
Midtown-Times Square,502.0
East Village,661.0
Downtown Brooklyn-DUMBO-Boerum Hill,646.0
Financial District-Battery Park City,249.0
Midtown South-Flatiron-Union Square,556.0
SoHo-Little Italy-Hudson Square,484.0
Murray Hill-Kips Bay,1443.0
West Village,345.0
West Village,448.0
Lower East Side,545.0
Chelsea-Hudson Yards,737.0
Hell's Kitchen,784.0
Greenwich Village,798.0
Midtown-Times Square,441.0
Downtown Brooklyn-DUMBO-Boerum Hill,608.0
Midtown South-Flatiron-Union Square,606.0
Midtown-Times Square,265.0
Chinatown-Two Bridges,681.0
Midtown-Times Square,583.0
Tribeca-Civic Center,731.0
Midtown South-Flatiron-Union Square,544.0
Midtown-Times Square,816.0
Greenwich Village,339.0
Tribeca-Civic Center,1661.0
Stuyvesant Town-Peter Cooper Village,187.0
Murray Hill-Kips Bay,406.0
Midtown-Times Square,935.0
Midtown South-Flatiron-Union Square,1313.0
Financial District-Battery Park City,584.0
Williamsburg,1270.0
East Village,263.0
East Village,205.0
Williamsburg,1070.0
Tribeca-Civic Center,1357.0
West Village,792.0
Tribeca-Civic Center,537.0
The Battery-Governors Island-Ellis Island-Liberty Island,210.0
Murray Hill-Kips Bay,836.0
Midtown-Times Square,704.0
Tribeca-Civic Center,903.0
Chelsea-Hudson Yards,246.0
Murray Hill-Kips Bay,568.0
West Village,589.0
Chinatown-Two Bridges,179.0
Hell's Kitchen,694.0
Tribeca-Civic Center,1353.0
Greenwich Village,170.0
Hell's Kitchen,368.0
Chelsea-Hudson Yards,603.0
Chelsea-Hudson Yards,1208.0
Chelsea-Hudson Yards,1676.0
Midtown South-Flatiron-Union Square,791.0
SoHo-Little Italy-Hudson Square,839.0
SoHo-Little Italy-Hudson Square,489.0
Midtown South-Flatiron-Union Square,1383.0
Financial District-Battery Park City,350.0
Murray Hill-Kips Bay,320.0
Lower East Side,1083.0
Greenwich Village,517.0
Lower East Side,468.0
Lower East Side,971.0
Chelsea-Hudson Yards,391.0
SoHo-Little Italy-Hudson Square,1663.0
Greenwich Village,417.0
Financial District-Battery Park City,659.0
Williamsburg,1065.0
Tribeca-Civic Center,418.0
West Village,985.0
Murray Hill-Kips Bay,423.0
Midtown South-Flatiron-Union Square,175.0
East Midtown-Turtle Bay,395.0
Midtown-Times Square,100.0
Chinatown-Two Bridges,861.0
East Village,1000.0
Midtown South-Flatiron-Union Square,539.0
Midtown-Times Square,1355.0
East Village,500.0
Chelsea-Hudson Yards,351.0
SoHo-Little Italy-Hudson Square,577.0
Hell's Kitchen,281.0
Stuyvesant Town-Peter Cooper Village,636.0
Financial District-Battery Park City,496.0
Tribeca-Civic Center,1221.0
Greenwich Village,1909.0
Midtown-Times Square,444.0
Murray Hill-Kips Bay,306.0
Midtown-Times Square,500.0
Financial District-Battery Park City,258.0
Clinton Hill,996.0
Murray Hill-Kips Bay,1446.0
Midtown South-Flatiron-Union Square,1234.0
