start_neighborhood,trip_duration
Murray Hill-Kips Bay,787.0
East Midtown-Turtle Bay,864.0
Chelsea-Hudson Yards,1232.0
Fort Greene,1682.0
Tribeca-Civic Center,374.0
Midtown South-Flatiron-Union Square,1431.0
East Midtown-Turtle Bay,156.0
Midtown-Times Square,454.0
Midtown-Times Square,1103.0
West Village,462.0
Midtown-Times Square,556.0
Financial District-Battery Park City,731.0
Financial District-Battery Park City,913.0
Midtown-Times Square,173.0
Midtown-Times Square,411.0
Tribeca-Civic Center,336.0
Hell's Kitchen,482.0
East Village,1273.0
Chinatown-Two Bridges,717.0
East Midtown-Turtle Bay,616.0
East Village,332.0
SoHo-Little Italy-Hudson Square,526.0
Financial District-Battery Park City,1274.0
Tribeca-Civic Center,384.0
Chinatown-Two Bridges,615.0
Midtown-Times Square,540.0
Midtown-Times Square,147.0
Financial District-Battery Park City,246.0
Downtown Brooklyn-DUMBO-Boerum Hill,1266.0
Chelsea-Hudson Yards,1111.0
Chinatown-Two Bridges,1393.0
SoHo-Little Italy-Hudson Square,997.0
Chinatown-Two Bridges,1011.0
Hell's Kitchen,833.0
Greenwich Village,1022.0
Tribeca-Civic Center,656.0
East Village,1493.0
Lower East Side,539.0
East Village,876.0
Murray Hill-Kips Bay,394.0
Hell's Kitchen,365.0
Gramercy,462.0
Chelsea-Hudson Yards,854.0
Fort Greene,484.0
Bedford-Stuyvesant (West),1647.0
East Village,1026.0
Hell's Kitchen,1577.0
East Village,926.0
Midtown-Times Square,335.0
Lower East Side,517.0
Brooklyn Heights,60.0
SoHo-Little Italy-Hudson Square,309.0
Tribeca-Civic Center,213.0
SoHo-Little Italy-Hudson Square,560.0
Chelsea-Hudson Yards,312.0
Hell's Kitchen,448.0
Hell's Kitchen,483.0
Murray Hill-Kips Bay,440.0
Midtown-Times Square,550.0
SoHo-Little Italy-Hudson Square,612.0
Chinatown-Two Bridges,207.0
Tribeca-Civic Center,1676.0
Lower East Side,143.0
Chelsea-Hudson Yards,151.0
Midtown-Times Square,290.0
Midtown-Times Square,1508.0
Tribeca-Civic Center,317.0
Tribeca-Civic Center,317.0
The Battery-Governors Island-Ellis Island-Liberty Island,580.0
SoHo-Little Italy-Hudson Square,466.0
West Village,488.0
Downtown Brooklyn-DUMBO-Boerum Hill,1284.0
Lower East Side,1541.0
Hell's Kitchen,597.0
Hell's Kitchen,1436.0
Upper West Side-Lincoln Square,1032.0
Midtown South-Flatiron-Union Square,450.0
Chelsea-Hudson Yards,1384.0
Midtown-Times Square,1465.0
Chelsea-Hudson Yards,421.0
Stuyvesant Town-Peter Cooper Village,60.0
West Village,446.0
Greenwich Village,328.0
Greenwich Village,268.0
West Village,376.0
Greenwich Village,676.0
Chelsea-Hudson Yards,555.0
Midtown-Times Square,1460.0
Greenwich Village,566.0
Midtown South-Flatiron-Union Square,493.0
Midtown-Times Square,654.0
Murray Hill-Kips Bay,1150.0
SoHo-Little Italy-Hudson Square,849.0
Gramercy,539.0
Hell's Kitchen,777.0
West Village,563.0
Midtown South-Flatiron-Union Square,1173.0
Hell's Kitchen,677.0
Murray Hill-Kips Bay,700.0
Greenwich Village,733.0
East Village,278.0
Murray Hill-Kips Bay,1154.0
Gramercy,510.0
Financial District-Battery Park City,794.0
Midtown-Times Square,459.0
Chelsea-Hudson Yards,474.0
Tribeca-Civic Center,1131.0
Murray Hill-Kips Bay,774.0
East Village,215.0
Chelsea-Hudson Yards,195.0
Greenwich Village,640.0
Midtown South-Flatiron-Union Square,391.0
Midtown-Times Square,301.0
Lower East Side,1100.0
SoHo-Little Italy-Hudson Square,356.0
Hell's Kitchen,620.0
Midtown-Times Square,638.0
Midtown-Times Square,201.0
West Village,828.0
Upper West Side-Lincoln Square,399.0
Midtown-Times Square,1283.0
Gramercy,327.0
Greenwich Village,473.0
Midtown-Times Square,337.0
SoHo-Little Italy-Hudson Square,845.0
SoHo-Little Italy-Hudson Square,218.0
West Village,1114.0
Midtown-Times Square,557.0
Hell's Kitchen,1348.0
Tribeca-Civic Center,2061.0
Downtown Brooklyn-DUMBO-Boerum Hill,302.0
Chinatown-Two Bridges,99.0
SoHo-Little Italy-Hudson Square,333.0
Midtown-Times Square,861.0
East Midtown-Turtle Bay,317.0
West Village,585.0
SoHo-Little Italy-Hudson Square,607.0
Murray Hill-Kips Bay,384.0
West Village,564.0
Hell's Kitchen,1213.0
Greenwich Village,429.0
Chelsea-Hudson Yards,1082.0
Midtown-Times Square,394.0
Midtown South-Flatiron-Union Square,288.0
Hell's Kitchen,221.0
East Midtown-Turtle Bay,1050.0
Chelsea-Hudson Yards,573.0
Chelsea-Hudson Yards,461.0
Midtown-Times Square,461.0
Midtown-Times Square,325.0
Chelsea-Hudson Yards,794.0
Chinatown-Two Bridges,573.0
Greenwich Village,1905.0
Midtown-Times Square,517.0
Midtown South-Flatiron-Union Square,241.0
SoHo-Little Italy-Hudson Square,280.0
East Midtown-Turtle Bay,380.0
Tribeca-Civic Center,300.0
SoHo-Little Italy-Hudson Square,1322.0
Midtown South-Flatiron-Union Square,560.0
Financial District-Battery Park City,544.0
Chelsea-Hudson Yards,1860.0
West Village,345.0
East Village,500.0
Chelsea-Hudson Yards,553.0
Financial District-Battery Park City,868.0
Hell's Kitchen,535.0
Fort Greene,306.0
Midtown South-Flatiron-Union Square,647.0
Tribeca-Civic Center,273.0
East Village,1359.0
Lower East Side,353.0
Lower East Side,406.0
Chelsea-Hudson Yards,925.0
East Village,306.0
Midtown-Times Square,649.0
Greenwich Village,577.0
Chelsea-Hudson Yards,1559.0
Midtown South-Flatiron-Union Square,271.0
Hell's Kitchen,595.0
Greenwich Village,203.0
SoHo-Little Italy-Hudson Square,798.0
Hell's Kitchen,694.0
Midtown-Times Square,676.0
Stuyvesant Town-Peter Cooper Village,529.0
Chelsea-Hudson Yards,722.0
East Midtown-Turtle Bay,732.0
East Village,335.0
Greenwich Village,198.0
Hell's Kitchen,714.0
Tribeca-Civic Center,779.0
SoHo-Little Italy-Hudson Square,999.0
Chinatown-Two Bridges,1561.0
East Village,347.0
Gramercy,393.0
Tribeca-Civic Center,1499.0
East Village,633.0
East Village,1003.0
East Midtown-Turtle Bay,452.0
West Village,1848.0
Chelsea-Hudson Yards,427.0
Stuyvesant Town-Peter Cooper Village,876.0
East Midtown-Turtle Bay,1192.0
Chelsea-Hudson Yards,532.0
Tribeca-Civic Center,413.0
Midtown-Times Square,1448.0
Financial District-Battery Park City,1722.0
Midtown-Times Square,1275.0
Greenwich Village,535.0
Chelsea-Hudson Yards,601.0
East Midtown-Turtle Bay,305.0
Murray Hill-Kips Bay,638.0
Gramercy,536.0
Stuyvesant Town-Peter Cooper Village,1362.0
SoHo-Little Italy-Hudson Square,308.0
Hell's Kitchen,1951.0
Chelsea-Hudson Yards,673.0
Tribeca-Civic Center,619.0
Brooklyn Heights,339.0
Bedford-Stuyvesant (West),789.0
West Village,425.0
East Village,1460.0
Lower East Side,741.0
West Village,733.0
Financial District-Battery Park City,322.0
East Midtown-Turtle Bay,978.0
Tribeca-Civic Center,1956.0
Chinatown-Two Bridges,703.0
Hell's Kitchen,340.0
Chelsea-Hudson Yards,1309.0
Lower East Side,452.0
Gramercy,319.0
Murray Hill-Kips Bay,489.0
Chelsea-Hudson Yards,593.0
Bedford-Stuyvesant (West),413.0
Murray Hill-Kips Bay,1752.0
Chelsea-Hudson Yards,1051.0
Greenwich Village,826.0
Lower East Side,373.0
Murray Hill-Kips Bay,1574.0
West Village,652.0
Murray Hill-Kips Bay,646.0
East Village,1462.0
West Village,212.0
Financial District-Battery Park City,909.0
Greenwich Village,815.0
West Village,1216.0
The Battery-Governors Island-Ellis Island-Liberty Island,871.0
Tribeca-Civic Center,2150.0
Midtown South-Flatiron-Union Square,590.0
Murray Hill-Kips Bay,399.0
East Midtown-Turtle Bay,428.0
Chelsea-Hudson Yards,316.0
Midtown-Times Square,1047.0
Chelsea-Hudson Yards,356.0
Midtown South-Flatiron-Union Square,1149.0
Brooklyn Heights,236.0
Murray Hill-Kips Bay,1005.0
Fort Greene,1720.0
Chelsea-Hudson Yards,1204.0
SoHo-Little Italy-Hudson Square,962.0
Murray Hill-Kips Bay,411.0
Tribeca-Civic Center,1310.0
East Village,1088.0
Financial District-Battery Park City,426.0
Stuyvesant Town-Peter Cooper Village,531.0
Midtown South-Flatiron-Union Square,891.0
Lower East Side,208.0
Financial District-Battery Park City,1222.0
East Village,1296.0
The Battery-Governors Island-Ellis Island-Liberty Island,278.0
Chelsea-Hudson Yards,430.0
East Village,293.0
Greenwich Village,869.0
Midtown South-Flatiron-Union Square,583.0
East Village,966.0
SoHo-Little Italy-Hudson Square,527.0
Greenwich Village,359.0
Tribeca-Civic Center,1755.0
Chelsea-Hudson Yards,751.0
Hell's Kitchen,1375.0
Downtown Brooklyn-DUMBO-Boerum Hill,160.0
East Midtown-Turtle Bay,557.0
Williamsburg,1558.0
East Village,483.0
Chelsea-Hudson Yards,317.0
West Village,838.0
Midtown South-Flatiron-Union Square,462.0
Financial District-Battery Park City,328.0
East Village,396.0
SoHo-Little Italy-Hudson Square,819.0
Financial District-Battery Park City,241.0
Gramercy,568.0
Midtown South-Flatiron-Union Square,336.0
Stuyvesant Town-Peter Cooper Village,919.0
Greenwich Village,320.0
Downtown Brooklyn-DUMBO-Boerum Hill,194.0
West Village,1080.0
Tribeca-Civic Center,706.0
SoHo-Little Italy-Hudson Square,402.0
Midtown-Times Square,342.0
Hell's Kitchen,499.0
East Village,2092.0
West Village,518.0
SoHo-Little Italy-Hudson Square,743.0
East Midtown-Turtle Bay,756.0
Financial District-Battery Park City,1142.0
Greenwich Village,748.0
SoHo-Little Italy-Hudson Square,148.0
West Village,911.0
Hell's Kitchen,592.0
West Village,471.0
SoHo-Little Italy-Hudson Square,1205.0
Chelsea-Hudson Yards,439.0
Murray Hill-Kips Bay,419.0
Chelsea-Hudson Yards,680.0
Financial District-Battery Park City,1620.0
Midtown South-Flatiron-Union Square,1275.0
Financial District-Battery Park City,141.0
Murray Hill-Kips Bay,615.0
Financial District-Battery Park City,2030.0
Lower East Side,312.0
SoHo-Little Italy-Hudson Square,975.0
Financial District-Battery Park City,273.0
SoHo-Little Italy-Hudson Square,1049.0
Chelsea-Hudson Yards,451.0
Gramercy,473.0
Financial District-Battery Park City,789.0
Chelsea-Hudson Yards,1919.0
Murray Hill-Kips Bay,1147.0
Greenwich Village,443.0
Chelsea-Hudson Yards,1601.0
Murray Hill-Kips Bay,659.0
Chinatown-Two Bridges,1002.0
Greenwich Village,622.0
Greenwich Village,118.0
Murray Hill-Kips Bay,1206.0
Midtown-Times Square,290.0
Fort Greene,204.0
Financial District-Battery Park City,144.0
Midtown-Times Square,630.0
Downtown Brooklyn-DUMBO-Boerum Hill,1408.0
Hell's Kitchen,265.0
Hell's Kitchen,307.0
Greenwich Village,620.0
Upper West Side-Lincoln Square,1182.0
Financial District-Battery Park City,1532.0
Murray Hill-Kips Bay,458.0
Gramercy,414.0
West Village,476.0
Hell's Kitchen,469.0
Brooklyn Heights,1666.0
Stuyvesant Town-Peter Cooper Village,710.0
East Midtown-Turtle Bay,1203.0
Midtown South-Flatiron-Union Square,812.0
Fort Greene,960.0
Midtown-Times Square,750.0
SoHo-Little Italy-Hudson Square,230.0
Midtown South-Flatiron-Union Square,935.0
Midtown-Times Square,355.0
Midtown-Times Square,879.0
Lower East Side,1297.0
Greenwich Village,182.0
Lower East Side,402.0
Tribeca-Civic Center,326.0
East Village,898.0
Midtown-Times Square,394.0
Stuyvesant Town-Peter Cooper Village,564.0
Midtown South-Flatiron-Union Square,402.0
Greenwich Village,467.0
Upper East Side-Lenox Hill-Roosevelt Island,367.0
SoHo-Little Italy-Hudson Square,349.0
SoHo-Little Italy-Hudson Square,574.0
Tribeca-Civic Center,1216.0
Midtown South-Flatiron-Union Square,910.0
Murray Hill-Kips Bay,1141.0
SoHo-Little Italy-Hudson Square,233.0
Chelsea-Hudson Yards,319.0
Greenwich Village,548.0
West Village,1681.0
Greenwich Village,591.0
Greenwich Village,542.0
Midtown South-Flatiron-Union Square,696.0
Financial District-Battery Park City,245.0
SoHo-Little Italy-Hudson Square,682.0
Midtown-Times Square,559.0
Central Park,1082.0
Stuyvesant Town-Peter Cooper Village,735.0
East Village,1369.0
West Village,257.0
Midtown-Times Square,141.0
Chelsea-Hudson Yards,400.0
Hell's Kitchen,1238.0
West Village,749.0
Gramercy,679.0
Stuyvesant Town-Peter Cooper Village,321.0
Williamsburg,1502.0
Murray Hill-Kips Bay,365.0
Gramercy,221.0
Greenwich Village,458.0
Chelsea-Hudson Yards,336.0
Midtown South-Flatiron-Union Square,961.0
Chelsea-Hudson Yards,252.0
SoHo-Little Italy-Hudson Square,764.0
SoHo-Little Italy-Hudson Square,1120.0
Chinatown-Two Bridges,229.0
Stuyvesant Town-Peter Cooper Village,1362.0
Hell's Kitchen,1089.0
Chelsea-Hudson Yards,1996.0
West Village,546.0
Murray Hill-Kips Bay,646.0
Midtown-Times Square,1566.0
SoHo-Little Italy-Hudson Square,645.0
Tribeca-Civic Center,556.0
West Village,404.0
Fort Greene,377.0
Tribeca-Civic Center,588.0
Chelsea-Hudson Yards,528.0
East Midtown-Turtle Bay,1206.0
East Village,516.0
Chelsea-Hudson Yards,1310.0
Midtown-Times Square,1160.0
Gramercy,840.0
SoHo-Little Italy-Hudson Square,253.0
Murray Hill-Kips Bay,601.0
Midtown-Times Square,980.0
Murray Hill-Kips Bay,1006.0
Midtown-Times Square,461.0
Murray Hill-Kips Bay,624.0
Midtown-Times Square,235.0
SoHo-Little Italy-Hudson Square,963.0
SoHo-Little Italy-Hudson Square,1751.0
Chelsea-Hudson Yards,1054.0
Upper West Side-Lincoln Square,639.0
East Village,467.0
Greenwich Village,245.0
Financial District-Battery Park City,330.0
Murray Hill-Kips Bay,497.0
Chelsea-Hudson Yards,1008.0
Chelsea-Hudson Yards,366.0
Murray Hill-Kips Bay,611.0
Murray Hill-Kips Bay,969.0
Financial District-Battery Park City,1167.0
Gramercy,629.0
East Village,297.0
Greenwich Village,552.0
Chelsea-Hudson Yards,1411.0
East Midtown-Turtle Bay,1387.0
East Village,166.0
Financial District-Battery Park City,1480.0
Midtown South-Flatiron-Union Square,808.0
Greenwich Village,766.0
Greenwich Village,491.0
East Village,717.0
Midtown-Times Square,1278.0
Midtown South-Flatiron-Union Square,747.0
Downtown Brooklyn-DUMBO-Boerum Hill,421.0
Gramercy,397.0
East Midtown-Turtle Bay,381.0
Murray Hill-Kips Bay,914.0
Hell's Kitchen,903.0
West Village,819.0
West Village,337.0
Greenwich Village,206.0
Financial District-Battery Park City,1457.0
Chelsea-Hudson Yards,1875.0
Tribeca-Civic Center,187.0
SoHo-Little Italy-Hudson Square,83.0
Midtown-Times Square,283.0
Financial District-Battery Park City,1162.0
Murray Hill-Kips Bay,891.0
Midtown-Times Square,595.0
Murray Hill-Kips Bay,452.0
Chelsea-Hudson Yards,261.0
Greenwich Village,855.0
Chelsea-Hudson Yards,1348.0
Lower East Side,1148.0
Tribeca-Civic Center,616.0
Financial District-Battery Park City,1109.0
Midtown-Times Square,298.0
Chelsea-Hudson Yards,595.0
East Midtown-Turtle Bay,1157.0
Chelsea-Hudson Yards,244.0
Upper West Side-Lincoln Square,1618.0
Murray Hill-Kips Bay,1433.0
Midtown South-Flatiron-Union Square,194.0
Lower East Side,326.0
East Village,1311.0
SoHo-Little Italy-Hudson Square,240.0
Tribeca-Civic Center,231.0
Hell's Kitchen,1254.0
Murray Hill-Kips Bay,953.0
Financial District-Battery Park City,1427.0
West Village,1491.0
Greenwich Village,372.0
Midtown-Times Square,632.0
East Midtown-Turtle Bay,330.0
Greenwich Village,535.0
Brooklyn Heights,1316.0
Chelsea-Hudson Yards,1760.0
East Midtown-Turtle Bay,1736.0
West Village,654.0
East Midtown-Turtle Bay,418.0
SoHo-Little Italy-Hudson Square,597.0
East Village,1148.0
Midtown-Times Square,485.0
Midtown-Times Square,149.0
Financial District-Battery Park City,438.0
Greenwich Village,1555.0
Greenwich Village,1658.0
Midtown South-Flatiron-Union Square,573.0
Hell's Kitchen,1771.0
Chelsea-Hudson Yards,476.0
Greenwich Village,1650.0
West Village,235.0
East Midtown-Turtle Bay,365.0
SoHo-Little Italy-Hudson Square,1101.0
Greenwich Village,749.0
Downtown Brooklyn-DUMBO-Boerum Hill,274.0
Midtown-Times Square,245.0
Murray Hill-Kips Bay,407.0
Greenwich Village,1016.0
Murray Hill-Kips Bay,1284.0
Greenwich Village,1613.0
Financial District-Battery Park City,254.0
Greenwich Village,222.0
Midtown-Times Square,280.0
Midtown-Times Square,500.0
Fort Greene,856.0
Upper West Side-Lincoln Square,1390.0
Hell's Kitchen,755.0
East Midtown-Turtle Bay,1070.0
Greenwich Village,701.0
Midtown-Times Square,233.0
Midtown-Times Square,408.0
Financial District-Battery Park City,639.0
Hell's Kitchen,1012.0
East Village,919.0
Greenwich Village,849.0
Tribeca-Civic Center,866.0
West Village,929.0
Chelsea-Hudson Yards,637.0
Midtown-Times Square,878.0
Downtown Brooklyn-DUMBO-Boerum Hill,425.0
East Village,1298.0
Chelsea-Hudson Yards,260.0
Williamsburg,1760.0
SoHo-Little Italy-Hudson Square,185.0
East Village,164.0
Chelsea-Hudson Yards,547.0
Brooklyn Heights,734.0
Tribeca-Civic Center,477.0
Hell's Kitchen,1043.0
Chelsea-Hudson Yards,2042.0
Williamsburg,233.0
Bedford-Stuyvesant (West),437.0
East Village,369.0
West Village,592.0
Midtown-Times Square,521.0
Upper East Side-Lenox Hill-Roosevelt Island,685.0
East Midtown-Turtle Bay,2128.0
Lower East Side,741.0
Midtown-Times Square,539.0
Chelsea-Hudson Yards,759.0
Midtown South-Flatiron-Union Square,1182.0
Financial District-Battery Park City,1594.0
Midtown-Times Square,768.0
Midtown-Times Square,276.0
Tribeca-Civic Center,1933.0
Downtown Brooklyn-DUMBO-Boerum Hill,1738.0
Lower East Side,625.0
Tribeca-Civic Center,1943.0
Midtown South-Flatiron-Union Square,606.0
Chelsea-Hudson Yards,1149.0
Midtown South-Flatiron-Union Square,350.0
East Village,430.0
West Village,737.0
Hell's Kitchen,1249.0
Lower East Side,576.0
Midtown-Times Square,568.0
Greenwich Village,727.0
East Village,683.0
SoHo-Little Italy-Hudson Square,462.0
Hell's Kitchen,750.0
East Midtown-Turtle Bay,814.0
Brooklyn Heights,901.0
Gramercy,800.0
Midtown South-Flatiron-Union Square,1567.0
Chinatown-Two Bridges,349.0
East Midtown-Turtle Bay,226.0
Chelsea-Hudson Yards,1614.0
Brooklyn Heights,197.0
Chelsea-Hudson Yards,327.0
Murray Hill-Kips Bay,433.0
Murray Hill-Kips Bay,569.0
Chinatown-Two Bridges,832.0
Midtown-Times Square,936.0
Midtown South-Flatiron-Union Square,399.0
Murray Hill-Kips Bay,731.0
Greenwich Village,280.0
Murray Hill-Kips Bay,899.0
East Midtown-Turtle Bay,934.0
Greenwich Village,253.0
Chelsea-Hudson Yards,164.0
East Village,645.0
Chinatown-Two Bridges,317.0
Greenwich Village,147.0
Chelsea-Hudson Yards,1176.0
West Village,922.0
Midtown-Times Square,774.0
Hell's Kitchen,535.0
Midtown-Times Square,1982.0
Clinton Hill,431.0
Upper West Side-Lincoln Square,1922.0
Fort Greene,1001.0
East Midtown-Turtle Bay,425.0
Greenwich Village,433.0
Midtown-Times Square,452.0
Chinatown-Two Bridges,415.0
West Village,1897.0
Chinatown-Two Bridges,1769.0
Midtown-Times Square,685.0
Financial District-Battery Park City,477.0
Midtown South-Flatiron-Union Square,387.0
Lower East Side,411.0
Greenwich Village,531.0
Murray Hill-Kips Bay,932.0
Tribeca-Civic Center,988.0
West Village,378.0
Hell's Kitchen,638.0
Greenwich Village,595.0
Hell's Kitchen,836.0
Chelsea-Hudson Yards,2148.0
Stuyvesant Town-Peter Cooper Village,1831.0
Murray Hill-Kips Bay,514.0
Hell's Kitchen,1798.0
Murray Hill-Kips Bay,353.0
Lower East Side,366.0
Chelsea-Hudson Yards,1009.0
Midtown-Times Square,370.0
Midtown South-Flatiron-Union Square,690.0
Lower East Side,615.0
Fort Greene,564.0
Greenwich Village,328.0
Murray Hill-Kips Bay,546.0
Chelsea-Hudson Yards,1618.0
Murray Hill-Kips Bay,680.0
Financial District-Battery Park City,177.0
Midtown-Times Square,243.0
East Midtown-Turtle Bay,868.0
Midtown-Times Square,783.0
Gramercy,918.0
SoHo-Little Italy-Hudson Square,1749.0
Midtown-Times Square,776.0
Midtown South-Flatiron-Union Square,412.0
SoHo-Little Italy-Hudson Square,1721.0
East Midtown-Turtle Bay,373.0
East Village,170.0
Chelsea-Hudson Yards,530.0
Hell's Kitchen,381.0
Tribeca-Civic Center,340.0
West Village,599.0
Midtown-Times Square,409.0
East Village,1065.0
Midtown South-Flatiron-Union Square,542.0
Tribeca-Civic Center,1301.0
Greenwich Village,292.0
Murray Hill-Kips Bay,746.0
East Midtown-Turtle Bay,315.0
Gramercy,566.0
Midtown-Times Square,1845.0
Upper West Side-Lincoln Square,1746.0
Downtown Brooklyn-DUMBO-Boerum Hill,304.0
Stuyvesant Town-Peter Cooper Village,1226.0
Midtown South-Flatiron-Union Square,481.0
Gramercy,534.0
Upper West Side-Lincoln Square,467.0
Chelsea-Hudson Yards,1073.0
Chelsea-Hudson Yards,1020.0
Financial District-Battery Park City,803.0
Murray Hill-Kips Bay,1038.0
Midtown South-Flatiron-Union Square,753.0
SoHo-Little Italy-Hudson Square,716.0
Greenwich Village,1156.0
Chelsea-Hudson Yards,490.0
West Village,703.0
Chinatown-Two Bridges,1411.0
Lower East Side,406.0
Chelsea-Hudson Yards,779.0
Fort Greene,1408.0
Chelsea-Hudson Yards,633.0
Midtown South-Flatiron-Union Square,854.0
Greenwich Village,1103.0
Gramercy,615.0
Hell's Kitchen,650.0
Hell's Kitchen,449.0
SoHo-Little Italy-Hudson Square,895.0
Tribeca-Civic Center,1367.0
SoHo-Little Italy-Hudson Square,1567.0
Greenwich Village,729.0
East Village,383.0
Midtown-Times Square,538.0
West Village,281.0
West Village,826.0
Williamsburg,318.0
Midtown South-Flatiron-Union Square,1224.0
Chelsea-Hudson Yards,1150.0
Tribeca-Civic Center,429.0
East Village,623.0
Financial District-Battery Park City,1591.0
Chinatown-Two Bridges,474.0
Greenwich Village,2026.0
East Midtown-Turtle Bay,812.0
Greenwich Village,307.0
SoHo-Little Italy-Hudson Square,519.0
SoHo-Little Italy-Hudson Square,981.0
Tribeca-Civic Center,413.0
Murray Hill-Kips Bay,315.0
Williamsburg,1591.0
Midtown South-Flatiron-Union Square,578.0
West Village,845.0
Chelsea-Hudson Yards,1130.0
Murray Hill-Kips Bay,418.0
Midtown South-Flatiron-Union Square,615.0
Greenwich Village,245.0
Midtown South-Flatiron-Union Square,1233.0
Lower East Side,191.0
Murray Hill-Kips Bay,365.0
Murray Hill-Kips Bay,648.0
Financial District-Battery Park City,1394.0
West Village,261.0
Murray Hill-Kips Bay,183.0
Financial District-Battery Park City,721.0
Murray Hill-Kips Bay,594.0
Fort Greene,354.0
Midtown South-Flatiron-Union Square,1514.0
Hell's Kitchen,304.0
Murray Hill-Kips Bay,1970.0
Hell's Kitchen,549.0
Downtown Brooklyn-DUMBO-Boerum Hill,423.0
Financial District-Battery Park City,547.0
Chelsea-Hudson Yards,470.0
Greenwich Village,499.0
Lower East Side,1805.0
Tribeca-Civic Center,1615.0
SoHo-Little Italy-Hudson Square,718.0
Lower East Side,315.0
Lower East Side,695.0
Midtown-Times Square,215.0
Greenwich Village,450.0
Midtown-Times Square,506.0
Chelsea-Hudson Yards,2035.0
West Village,794.0
Financial District-Battery Park City,742.0
Lower East Side,1438.0
Murray Hill-Kips Bay,668.0
East Midtown-Turtle Bay,229.0
Midtown South-Flatiron-Union Square,1646.0
Upper West Side-Lincoln Square,410.0
Chinatown-Two Bridges,423.0
Lower East Side,1523.0
West Village,520.0
Gramercy,615.0
Brooklyn Heights,1243.0
West Village,1075.0
Chelsea-Hudson Yards,280.0
Financial District-Battery Park City,231.0
SoHo-Little Italy-Hudson Square,1061.0
Greenwich Village,250.0
East Village,858.0
Downtown Brooklyn-DUMBO-Boerum Hill,1368.0
Clinton Hill,829.0
Financial District-Battery Park City,148.0
Greenwich Village,909.0
Midtown South-Flatiron-Union Square,257.0
Midtown-Times Square,206.0
Fort Greene,1230.0
East Village,842.0
Chelsea-Hudson Yards,1122.0
Financial District-Battery Park City,1608.0
Midtown South-Flatiron-Union Square,839.0
SoHo-Little Italy-Hudson Square,1293.0
Murray Hill-Kips Bay,596.0
West Village,476.0
Williamsburg,1273.0
SoHo-Little Italy-Hudson Square,531.0
Lower East Side,679.0
Chelsea-Hudson Yards,1999.0
Lower East Side,914.0
Greenwich Village,1177.0
Greenwich Village,948.0
Tribeca-Civic Center,177.0
Chelsea-Hudson Yards,646.0
Chelsea-Hudson Yards,271.0
East Village,1050.0
Tribeca-Civic Center,184.0
Greenwich Village,301.0
East Village,1776.0
Greenwich Village,698.0
Upper West Side-Lincoln Square,718.0
Lower East Side,1025.0
Midtown-Times Square,252.0
Murray Hill-Kips Bay,433.0
SoHo-Little Italy-Hudson Square,763.0
Financial District-Battery Park City,435.0
Greenwich Village,438.0
Gramercy,337.0
Financial District-Battery Park City,1127.0
Midtown-Times Square,268.0
Central Park,1738.0
Financial District-Battery Park City,1137.0
Chelsea-Hudson Yards,233.0
Hell's Kitchen,1290.0
Upper East Side-Lenox Hill-Roosevelt Island,893.0
SoHo-Little Italy-Hudson Square,326.0
SoHo-Little Italy-Hudson Square,280.0
Williamsburg,443.0
Greenwich Village,313.0
Midtown South-Flatiron-Union Square,569.0
Greenwich Village,402.0
West Village,659.0
Midtown South-Flatiron-Union Square,366.0
West Village,2100.0
Chelsea-Hudson Yards,371.0
Carroll Gardens-Cobble Hill-Gowanus-Red Hook,1775.0
Lower East Side,1620.0
Chelsea-Hudson Yards,256.0
Fort Greene,991.0
Midtown South-Flatiron-Union Square,648.0
Tribeca-Civic Center,269.0
Lower East Side,881.0
Financial District-Battery Park City,258.0
Fort Greene,1976.0
East Village,1174.0
Financial District-Battery Park City,183.0
Financial District-Battery Park City,883.0
Hell's Kitchen,1012.0
Hell's Kitchen,1969.0
Hell's Kitchen,988.0
Financial District-Battery Park City,904.0
Midtown South-Flatiron-Union Square,518.0
Chinatown-Two Bridges,1181.0
Midtown-Times Square,281.0
Chelsea-Hudson Yards,726.0
Chinatown-Two Bridges,1079.0
Murray Hill-Kips Bay,876.0
West Village,477.0
Downtown Brooklyn-DUMBO-Boerum Hill,363.0
East Village,696.0
Chinatown-Two Bridges,1028.0
East Midtown-Turtle Bay,472.0
Midtown South-Flatiron-Union Square,354.0
Brooklyn Heights,227.0
Hell's Kitchen,828.0
Tribeca-Civic Center,417.0
Gramercy,632.0
Financial District-Battery Park City,1040.0
SoHo-Little Italy-Hudson Square,1053.0
Gramercy,334.0
Midtown-Times Square,1162.0
Brooklyn Heights,420.0
Chinatown-Two Bridges,264.0
Midtown South-Flatiron-Union Square,226.0
Bedford-Stuyvesant (West),399.0
Financial District-Battery Park City,1046.0
Midtown-Times Square,467.0
Lower East Side,349.0
SoHo-Little Italy-Hudson Square,535.0
Stuyvesant Town-Peter Cooper Village,572.0
Financial District-Battery Park City,1771.0
SoHo-Little Italy-Hudson Square,1289.0
Murray Hill-Kips Bay,1708.0
Hell's Kitchen,643.0
Midtown-Times Square,420.0
Hell's Kitchen,1117.0
Chelsea-Hudson Yards,704.0
Financial District-Battery Park City,375.0
Greenwich Village,459.0
Hell's Kitchen,479.0
Murray Hill-Kips Bay,894.0
Upper West Side-Lincoln Square,2098.0
East Village,804.0
Murray Hill-Kips Bay,914.0
Chelsea-Hudson Yards,866.0
